(12471, 15136)
(12471, 15626)
(12471, 19523)
(12471, 20161)
(12471, 25577)
(12471, 31800)
(12471, 33747)
(12471, 40062)
(12471, 46625)
(12471, 46843)
(12471, 48323)
(12471, 58512)
(12471, 64959)
(12471, 66606)
(12471, 73621)
(12471, 75139)
(12471, 79706)
(12471, 85683)
(12471, 87757)
(12471, 88007)
(12471, 94993)
(12471, 95006)
(12471, 97044)
(14066, 15136)
(14066, 15626)
(14066, 19523)
(14066, 20161)
(14066, 25577)
(14066, 31800)
(14066, 33747)
(14066, 40062)
(14066, 46625)
(14066, 46843)
(14066, 48323)
(14066, 58512)
(14066, 64959)
(14066, 66606)
(14066, 73621)
(14066, 75139)
(14066, 79706)
(14066, 85683)
(14066, 87757)
(14066, 88007)
(14066, 94993)
(14066, 95006)
(14066, 97044)
(15136, 15626)
(15136, 18971)
(15136, 19485)
(15136, 19523)
(15136, 20161)
(15136, 25577)
(15136, 31800)
(15136, 33747)
(15136, 40062)
(15136, 46625)
(15136, 46843)
(15136, 48323)
(15136, 48389)
(15136, 55024)
(15136, 58512)
(15136, 64959)
(15136, 65984)
(15136, 66606)
(15136, 67678)
(15136, 73621)
(15136, 75139)
(15136, 79706)
(15136, 84198)
(15136, 84766)
(15136, 85683)
(15136, 87757)
(15136, 88007)
(15136, 88177)
(15136, 94993)
(15136, 95006)
(15136, 97044)
(15626, 18971)
(15626, 19485)
(15626, 19523)
(15626, 20161)
(15626, 25577)
(15626, 31800)
(15626, 33747)
(15626, 40062)
(15626, 46625)
(15626, 46843)
(15626, 48323)
(15626, 48389)
(15626, 55024)
(15626, 58512)
(15626, 64959)
(15626, 65984)
(15626, 66606)
(15626, 67678)
(15626, 73621)
(15626, 75139)
(15626, 79706)
(15626, 84198)
(15626, 84766)
(15626, 85683)
(15626, 87757)
(15626, 88007)
(15626, 88177)
(15626, 94993)
(15626, 95006)
(15626, 97044)
(18971, 19523)
(18971, 20161)
(18971, 25577)
(18971, 31800)
(18971, 33747)
(18971, 40062)
(18971, 46625)
(18971, 46843)
(18971, 48323)
(18971, 58512)
(18971, 64959)
(18971, 66606)
(18971, 73621)
(18971, 75139)
(18971, 79706)
(18971, 85683)
(18971, 87757)
(18971, 88007)
(18971, 94993)
(18971, 95006)
(18971, 97044)
(19485, 19523)
(19485, 20161)
(19485, 25577)
(19485, 31800)
(19485, 33747)
(19485, 40062)
(19485, 46625)
(19485, 46843)
(19485, 48323)
(19485, 58512)
(19485, 64959)
(19485, 66606)
(19485, 73621)
(19485, 75139)
(19485, 79706)
(19485, 85683)
(19485, 87757)
(19485, 88007)
(19485, 94993)
(19485, 95006)
(19485, 97044)
(19523, 20161)
(19523, 25577)
(19523, 31800)
(19523, 33747)
(19523, 46625)
(19523, 46843)
(19523, 48323)
(19523, 48389)
(19523, 55024)
(19523, 58512)
(19523, 65984)
(19523, 67678)
(19523, 79706)
(19523, 84198)
(19523, 84766)
(19523, 87757)
(19523, 88177)
(19523, 95006)
(20161, 25577)
(20161, 31800)
(20161, 33747)
(20161, 40062)
(20161, 46625)
(20161, 46843)
(20161, 48323)
(20161, 48389)
(20161, 55024)
(20161, 58512)
(20161, 64959)
(20161, 65984)
(20161, 66606)
(20161, 67678)
(20161, 73621)
(20161, 75139)
(20161, 79706)
(20161, 84198)
(20161, 84766)
(20161, 85683)
(20161, 87757)
(20161, 88007)
(20161, 88177)
(20161, 94993)
(20161, 95006)
(20161, 97044)
(25577, 31800)
(25577, 33747)
(25577, 40062)
(25577, 46625)
(25577, 46843)
(25577, 48323)
(25577, 48389)
(25577, 55024)
(25577, 58512)
(25577, 64959)
(25577, 65984)
(25577, 66606)
(25577, 67678)
(25577, 73621)
(25577, 75139)
(25577, 79706)
(25577, 84198)
(25577, 84766)
(25577, 85683)
(25577, 87757)
(25577, 88007)
(25577, 88177)
(25577, 94993)
(25577, 95006)
(25577, 97044)
(31800, 33747)
(31800, 40062)
(31800, 46625)
(31800, 46843)
(31800, 48323)
(31800, 48389)
(31800, 55024)
(31800, 58512)
(31800, 64959)
(31800, 65984)
(31800, 66606)
(31800, 67678)
(31800, 73621)
(31800, 75139)
(31800, 79706)
(31800, 84198)
(31800, 84766)
(31800, 85683)
(31800, 87757)
(31800, 88007)
(31800, 88177)
(31800, 94993)
(31800, 95006)
(31800, 97044)
(33747, 40062)
(33747, 46625)
(33747, 46843)
(33747, 48323)
(33747, 48389)
(33747, 55024)
(33747, 58512)
(33747, 64959)
(33747, 65984)
(33747, 66606)
(33747, 67678)
(33747, 73621)
(33747, 75139)
(33747, 79706)
(33747, 84198)
(33747, 84766)
(33747, 85683)
(33747, 87757)
(33747, 88007)
(33747, 88177)
(33747, 94993)
(33747, 95006)
(33747, 97044)
(40062, 46625)
(40062, 46843)
(40062, 48323)
(40062, 48389)
(40062, 55024)
(40062, 58512)
(40062, 65984)
(40062, 67678)
(40062, 79706)
(40062, 84198)
(40062, 84766)
(40062, 87757)
(40062, 88177)
(40062, 95006)
(46625, 46843)
(46625, 48323)
(46625, 48389)
(46625, 55024)
(46625, 58512)
(46625, 64959)
(46625, 65984)
(46625, 66606)
(46625, 67678)
(46625, 73621)
(46625, 75139)
(46625, 79706)
(46625, 84198)
(46625, 84766)
(46625, 85683)
(46625, 87757)
(46625, 88007)
(46625, 88177)
(46625, 94993)
(46625, 95006)
(46625, 97044)
(46843, 48323)
(46843, 48389)
(46843, 55024)
(46843, 58512)
(46843, 64959)
(46843, 65984)
(46843, 66606)
(46843, 67678)
(46843, 73621)
(46843, 75139)
(46843, 79706)
(46843, 84198)
(46843, 84766)
(46843, 85683)
(46843, 87757)
(46843, 88007)
(46843, 88177)
(46843, 94993)
(46843, 95006)
(46843, 97044)
(48323, 48389)
(48323, 55024)
(48323, 58512)
(48323, 64959)
(48323, 65984)
(48323, 66606)
(48323, 67678)
(48323, 73621)
(48323, 75139)
(48323, 79706)
(48323, 84198)
(48323, 84766)
(48323, 85683)
(48323, 87757)
(48323, 88007)
(48323, 88177)
(48323, 94993)
(48323, 95006)
(48323, 97044)
(48389, 58512)
(48389, 64959)
(48389, 66606)
(48389, 73621)
(48389, 75139)
(48389, 79706)
(48389, 85683)
(48389, 87757)
(48389, 88007)
(48389, 94993)
(48389, 95006)
(48389, 97044)
(55024, 58512)
(55024, 64959)
(55024, 66606)
(55024, 73621)
(55024, 75139)
(55024, 79706)
(55024, 85683)
(55024, 87757)
(55024, 88007)
(55024, 94993)
(55024, 95006)
(55024, 97044)
(58512, 64959)
(58512, 65984)
(58512, 66606)
(58512, 67678)
(58512, 73621)
(58512, 75139)
(58512, 79706)
(58512, 84198)
(58512, 84766)
(58512, 85683)
(58512, 87757)
(58512, 88007)
(58512, 88177)
(58512, 94993)
(58512, 95006)
(58512, 97044)
(64959, 65984)
(64959, 67678)
(64959, 79706)
(64959, 84198)
(64959, 84766)
(64959, 87757)
(64959, 88177)
(64959, 95006)
(65984, 66606)
(65984, 73621)
(65984, 75139)
(65984, 79706)
(65984, 85683)
(65984, 87757)
(65984, 88007)
(65984, 94993)
(65984, 95006)
(65984, 97044)
(66606, 67678)
(66606, 79706)
(66606, 84198)
(66606, 84766)
(66606, 87757)
(66606, 88177)
(66606, 95006)
(67678, 73621)
(67678, 75139)
(67678, 79706)
(67678, 85683)
(67678, 87757)
(67678, 88007)
(67678, 94993)
(67678, 95006)
(67678, 97044)
(73621, 79706)
(73621, 84198)
(73621, 84766)
(73621, 87757)
(73621, 88177)
(73621, 95006)
(75139, 79706)
(75139, 84198)
(75139, 84766)
(75139, 87757)
(75139, 88177)
(75139, 95006)
(79706, 84198)
(79706, 84766)
(79706, 85683)
(79706, 87757)
(79706, 88007)
(79706, 88177)
(79706, 94993)
(79706, 95006)
(79706, 97044)
(84198, 85683)
(84198, 87757)
(84198, 88007)
(84198, 94993)
(84198, 95006)
(84198, 97044)
(84766, 85683)
(84766, 87757)
(84766, 88007)
(84766, 94993)
(84766, 95006)
(84766, 97044)
(85683, 87757)
(85683, 88177)
(85683, 95006)
(87757, 88007)
(87757, 88177)
(87757, 94993)
(87757, 95006)
(87757, 97044)
(88007, 88177)
(88007, 95006)
(88177, 94993)
(88177, 95006)
(88177, 97044)
(94993, 95006)
(95006, 97044)
