(15136, 15626)
(15136, 16053)
(15136, 18795)
(15136, 19523)
(15136, 20161)
(15136, 20655)
(15136, 22890)
(15136, 24636)
(15136, 25577)
(15136, 31800)
(15136, 32068)
(15136, 33129)
(15136, 33250)
(15136, 33747)
(15136, 36169)
(15136, 39535)
(15136, 40062)
(15136, 40541)
(15136, 46625)
(15136, 46843)
(15136, 47983)
(15136, 48323)
(15136, 48987)
(15136, 52477)
(15136, 53756)
(15136, 55947)
(15136, 56556)
(15136, 56954)
(15136, 57218)
(15136, 57351)
(15136, 58512)
(15136, 63002)
(15136, 64959)
(15136, 65984)
(15136, 66606)
(15136, 68289)
(15136, 68721)
(15136, 69042)
(15136, 73426)
(15136, 73621)
(15136, 75139)
(15136, 79706)
(15136, 82143)
(15136, 85683)
(15136, 87140)
(15136, 87757)
(15136, 88007)
(15136, 89807)
(15136, 91073)
(15136, 94418)
(15136, 94870)
(15136, 94993)
(15136, 95006)
(15136, 97007)
(15136, 97044)
(15136, 98731)
(15136, 99746)
(15626, 16053)
(15626, 18795)
(15626, 19523)
(15626, 20161)
(15626, 20655)
(15626, 22890)
(15626, 24636)
(15626, 25577)
(15626, 31800)
(15626, 32068)
(15626, 33129)
(15626, 33250)
(15626, 33747)
(15626, 36169)
(15626, 39535)
(15626, 40062)
(15626, 40541)
(15626, 46625)
(15626, 46843)
(15626, 47983)
(15626, 48323)
(15626, 48987)
(15626, 52477)
(15626, 53756)
(15626, 55947)
(15626, 56556)
(15626, 56954)
(15626, 57218)
(15626, 57351)
(15626, 58512)
(15626, 63002)
(15626, 64959)
(15626, 65984)
(15626, 66606)
(15626, 68289)
(15626, 68721)
(15626, 69042)
(15626, 73426)
(15626, 73621)
(15626, 75139)
(15626, 79706)
(15626, 82143)
(15626, 85683)
(15626, 87140)
(15626, 87757)
(15626, 88007)
(15626, 89807)
(15626, 91073)
(15626, 94418)
(15626, 94870)
(15626, 94993)
(15626, 95006)
(15626, 97007)
(15626, 97044)
(15626, 98731)
(15626, 99746)
(16053, 18795)
(16053, 19523)
(16053, 20161)
(16053, 20655)
(16053, 22890)
(16053, 24636)
(16053, 25577)
(16053, 31800)
(16053, 32068)
(16053, 33129)
(16053, 33250)
(16053, 33747)
(16053, 36169)
(16053, 39535)
(16053, 40062)
(16053, 40541)
(16053, 46625)
(16053, 46843)
(16053, 47983)
(16053, 48323)
(16053, 48987)
(16053, 52477)
(16053, 53756)
(16053, 55947)
(16053, 56556)
(16053, 56954)
(16053, 57218)
(16053, 57351)
(16053, 58512)
(16053, 63002)
(16053, 64959)
(16053, 65984)
(16053, 66606)
(16053, 68289)
(16053, 68721)
(16053, 69042)
(16053, 73426)
(16053, 73621)
(16053, 75139)
(16053, 79706)
(16053, 82143)
(16053, 85683)
(16053, 87140)
(16053, 87757)
(16053, 88007)
(16053, 89807)
(16053, 91073)
(16053, 94418)
(16053, 94870)
(16053, 94993)
(16053, 95006)
(16053, 97007)
(16053, 97044)
(16053, 98731)
(16053, 99746)
(18795, 19523)
(18795, 20161)
(18795, 20655)
(18795, 22890)
(18795, 24636)
(18795, 25577)
(18795, 31800)
(18795, 32068)
(18795, 33129)
(18795, 33250)
(18795, 33747)
