(10508, 15136)
(10508, 15626)
(10508, 16053)
(10508, 17002)
(10508, 18795)
(10508, 19523)
(10508, 20161)
(10508, 21548)
(10508, 22890)
(10508, 24636)
(10508, 25577)
(10508, 31800)
(10508, 32068)
(10508, 32269)
(10508, 33747)
(10508, 34941)
(10508, 36169)
(10508, 37213)
(10508, 37668)
(10508, 39535)
(10508, 40062)
(10508, 46625)
(10508, 46843)
(10508, 48323)
(10508, 48987)
(10508, 52477)
(10508, 54945)
(10508, 55947)
(10508, 56295)
(10508, 56954)
(10508, 57218)
(10508, 58512)
(10508, 59083)
(10508, 64959)
(10508, 65984)
(10508, 66606)
(10508, 68144)
(10508, 68289)
(10508, 68721)
(10508, 69042)
(10508, 73621)
(10508, 75139)
(10508, 79706)
(10508, 82143)
(10508, 82716)
(10508, 85683)
(10508, 86046)
(10508, 87757)
(10508, 88007)
(10508, 89807)
(10508, 90119)
(10508, 91073)
(10508, 94418)
(10508, 94870)
(10508, 94993)
(10508, 95006)
(10508, 96460)
(10508, 97007)
(10508, 97044)
(10508, 97446)
(10508, 98731)
(15136, 15626)
(15136, 16053)
(15136, 17002)
(15136, 18795)
(15136, 19523)
(15136, 20161)
(15136, 21548)
(15136, 22890)
(15136, 24636)
(15136, 25577)
(15136, 31800)
(15136, 32068)
(15136, 32269)
(15136, 33747)
(15136, 34941)
(15136, 36169)
(15136, 37213)
(15136, 37668)
(15136, 39535)
(15136, 40062)
(15136, 46625)
(15136, 46843)
(15136, 48323)
(15136, 48987)
(15136, 52477)
(15136, 54945)
(15136, 55947)
(15136, 56295)
(15136, 56954)
(15136, 57218)
(15136, 58512)
(15136, 59083)
(15136, 64959)
(15136, 65984)
(15136, 66606)
(15136, 68144)
(15136, 68289)
(15136, 68721)
(15136, 69042)
(15136, 73621)
(15136, 75139)
(15136, 79706)
(15136, 82143)
(15136, 82716)
(15136, 85683)
(15136, 86046)
(15136, 87757)
(15136, 88007)
(15136, 89807)
(15136, 90119)
(15136, 91073)
(15136, 94418)
(15136, 94870)
(15136, 94993)
(15136, 95006)
(15136, 96460)
(15136, 97007)
(15136, 97044)
(15136, 97446)
(15136, 98731)
(15626, 16053)
(15626, 17002)
(15626, 18795)
(15626, 19523)
(15626, 20161)
(15626, 21548)
(15626, 22890)
(15626, 24636)
(15626, 25577)
(15626, 31800)
(15626, 32068)
(15626, 32269)
(15626, 33747)
(15626, 34941)
(15626, 36169)
(15626, 37213)
(15626, 37668)
(15626, 39535)
(15626, 40062)
(15626, 46625)
(15626, 46843)
(15626, 48323)
(15626, 48987)
(15626, 52477)
(15626, 54945)
(15626, 55947)
(15626, 56295)
(15626, 56954)
(15626, 57218)
(15626, 58512)
(15626, 59083)
(15626, 64959)
(15626, 65984)
(15626, 66606)
(15626, 68144)
(15626, 68289)
(15626, 68721)
(15626, 69042)
(15626, 73621)
(15626, 75139)
(15626, 79706)
(15626, 82143)
(15626, 82716)
(15626, 85683)
(15626, 86046)
(15626, 87757)
(15626, 88007)
(15626, 89807)
(15626, 90119)
(15626, 91073)
(15626, 94418)
(15626, 94870)
(15626, 94993)
(15626, 95006)
(15626, 96460)
(15626, 97007)
(15626, 97044)
(15626, 97446)
(15626, 98731)
(16053, 17002)
(16053, 18795)
(16053, 19523)
(16053, 20161)
(16053, 21548)
(16053, 22890)
(16053, 24636)
(16053, 25577)
(16053, 31800)
(16053, 32068)
(16053, 32269)
(16053, 33747)
(16053, 34941)
(16053, 36169)
(16053, 37213)
(16053, 37668)
(16053, 39535)
(16053, 40062)
(16053, 46625)
(16053, 46843)
(16053, 48323)
(16053, 48987)
(16053, 52477)
(16053, 54945)
(16053, 55947)
(16053, 56295)
(16053, 56954)
(16053, 57218)
(16053, 58512)
(16053, 59083)
(16053, 64959)
(16053, 65984)
(16053, 66606)
(16053, 68144)
(16053, 68289)
(16053, 68721)
(16053, 69042)
(16053, 73621)
(16053, 75139)
(16053, 79706)
(16053, 82143)
(16053, 82716)
(16053, 85683)
(16053, 86046)
(16053, 87757)
(16053, 88007)
(16053, 89807)
(16053, 90119)
(16053, 91073)
(16053, 94418)
(16053, 94870)
(16053, 94993)
(16053, 95006)
(16053, 96460)
(16053, 97007)
(16053, 97044)
(16053, 97446)
(16053, 98731)
(17002, 18795)
(17002, 19523)
(17002, 20161)
(17002, 21548)
(17002, 22890)
(17002, 24636)
(17002, 25577)
(17002, 31800)
(17002, 32068)
